21,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:43:58
22,"RT @ColoradoHerald: As it turns out, an experimental and unnecessary MRNA vaccine has other, unintended consequences. https://t.co/Rh7hYIBv…",0,1,2021-06-20 23:42:29
23,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:41:40
24,"@globalnews Comparing vaccines:
country of origin,
safety,
doses, 
price,
efficacy, and approval. 

Pfizer, Johnson &amp; Johnson, Moderna, AstraZeneca, Sputnik V, Sinopharm, Bharat Biotech (COVAXIN), Medicago (CoVLP) https://t.co/jsEkMgpw3H",3,0,2021-06-20 23:41:10
25,"RT @BogochIsaac: In an era where good news is in short supply, this analysis from Public Health England suggests that both Pfizer &amp; AstraZe…",0,1057,2021-06-20 23:40:29
26,"Vaccine clinics are reacting to new guidance from the National Advisory Committee on immunization suggesting that people who get a first AstraZeneca dose, get a second shot of Pfizer or Moderna instead. @EmilyNTayler has the story.

WATCH VIDEO: https://t.co/t7gwbqKw54 https://t.co/TbKFWslaJx",0,1,2021-06-20 23:40:04
27,"RT @peoplesvaccine: BREAKING: @Pfizer, @JNJNews and @AstraZeneca have paid out $26 BILLION in dividends &amp; stock buybacks to their sharehold…",0,595,2021-06-20 23:38:43
28,"RT @peoplesvaccine: Big pharma monopolies = countries waiting until 2023 for widespread vaccination 💔

@Pfizer @Moderna_tx @BioNTech_Group…",0,27,2021-06-20 23:38:23
29,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:37:56
30,@Raman0075 @JenniferFrey75 @regionofpeel Exactly. If it’s safe why hasn’t the United States approved it. Why did even Canada recommend to stop using it. Why are many countries not allowing AstraZeneca vaccinated into their countries but Pfizer and moderna is ok.,0,0,2021-06-20 23:37:18
31,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:37:17
32,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:36:46
33,Ontario residents who got AstraZeneca shot can now choose another brand for 2nd dose~ https://t.co/iPwPrYKHnG,0,0,2021-06-20 23:36:42
34,"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2684,2021-06-20 23:35:52
35,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:35:42
36,@shopaholic_mum @saanaazzz @kadri_faraz @VaxHuntersCan @NYGH_News @Sunnybrook @SHNcares @WCHospital @MGHToronto @THP_hospital @HRHospital @UHN @OslerHealth @camh @UnityHealthTO Tell that to NACI https://t.co/ADWsd1ZZHH,3,0,2021-06-20 23:35:06
37,"RT @james00000001: WHO TO BELIEVE?!
SQott or Canada? 

Morrison, please ask the TGA to approve Pfizer as second dose, ASAP! #auspol #vaccin…",0,32,2021-06-20 23:34:51
38,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:34:16
39,"""NACI said Thursday that AstraZeneca recipients should instead receive a second dose of an mRNA vaccine,like the ones offered by Pfizer and Moderna.""

Vaccine committee says provinces should give AstraZeneca recipients a different vaccine for second dose~  https://t.co/cGwMPk6zFi",0,0,2021-06-20 23:34:08
40,"@MaizyDaizyZzzz Now they are telling you the side affects where the hell are the doctors ? playing down the blood clots because its only a few insanity .
https://t.co/vo7U4MacZ1",0,0,2021-06-20 23:34:02
41,"3,752 people have died in Scotland, within 28 days of a ""vaccine""

1,289 deaths after Pfizer 2,461 deaths after AstraZeneca Scotland is 1/12th UK population. 

A quick estimate puts the entire U.K. figure around 50,000

Source: Public Health Scotland

https://t.co/e3YEgBxBjg",0,1,2021-06-20 23:33:40
42,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:33:34
43,RT @eatatjoe2: @ProfPCDoherty Interestingly the Canadian approach is now to offer a second dose of Pfizer to those who had an initial AZ ja…,0,2,2021-06-20 23:31:52
44,"@10NewsFirstMelb @anniemaykearney To 23 May 2021, 3.6 million doses of COVID-19 vaccines have been given in Australia. In this period, the TGA has received 
210 reports of deaths following immunisation – 
109 have been reported for the Pfizer vaccine, 
94 for the AstraZeneca vaccine 
and seven where not specified",0,1,2021-06-20 23:30:53
45,"RT @BewareOz: @KateEmerson88 @marxdeane ""If CSL hadn't been privatised I expect we wouldn't be in this position now.""

So did the Govt reje…",0,9,2021-06-20 23:30:49
46,"The most relevant thing I found was this preprint of Pfizer (BNT162b2) and AstraZeneca (ChAdOx1) effectiveness against symptomatic infection by Delta (B.1.617.2).

Caution: Not peer-reviewed yet!

88% Pfizer
60% AstraZeneca

https://t.co/MtJK3qyYRQ",0,0,2021-06-20 23:30:49
47,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:29:21
48,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:28:57
49,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:28:23
50,"Blue &amp; White taxi services, U er, Lyft all running surveillance’s for the Stephen Harper Israel alliance of Canadian terrorism Harper &amp; Associates on Rodney. Toronto Police, Peel Police, China Russia, Pfizer shortage, Moderna, AstraZeneca, Trudeau, Ford, US Intelligence, EU, UK, https://t.co/HSy6xm9VLt",0,0,2021-06-20 23:27:49
51,Pfizer jab deadlier than AstraZeneca across Europe – leaked study https://t.co/4LMDAiPlsf via @YouTube,0,0,2021-06-20 23:26:29
52,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:26:25
53,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:26:19
54,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:26:02
55,I got Pfizer for Father’s Day! Combined with my previous AstraZeneca shot I should be getting my powers by the first week of July. Ready to rock for the summer.,1,0,2021-06-20 23:25:36
56,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:24:55
57,"@VicGovDH To 23 May 2021, 3.6 million doses of COVID-19 vaccines have been given in Australia. In this period, the TGA has received 
210 reports of deaths following immunisation – 
109 have been reported for the Pfizer vaccine, 
94 for the AstraZeneca vaccine 
and seven where not specified",0,0,2021-06-20 23:24:27
58,"RT @bujibabiera: Making people fall in line for 8 to 12 hours just to get a vaccine—regardless if it’s Sinovac, AstraZeneca, Sputnik or Pfi…",0,280,2021-06-20 23:24:11
59,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:23:44
60,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:23:38
61,@14luxor My mum is 84 and her doctor said to her that he had Astrazeneca and he is ok. The problem with this is he won't take responsibility if something happens to her. My mum wants to wait for Pfizer and I think she has a right to have the choice.,0,0,2021-06-20 23:22:01
62,RT @SirBAntMQ: It takes47 days to achieve 1 x million jabs in Australia. USA achieved that figure in ONE DAY! Australia was offered to orde…,0,9,2021-06-20 23:21:20
63,"@Tammi1319831 @MikeConnorsNJ In Canada it’s now recommended to take moderna or Pfizer(the mRNA ones)for shot 2 instead of the AstraZeneca old style vaccines

The only thing I don’t know is if you should still wait 12 weeks between them like you would with 2 AstraZeneca ones.I believe the others are 3&amp;4 wks",1,0,2021-06-20 23:21:18
64,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:20:58
65,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:20:42
66,@ProfPCDoherty Interestingly the Canadian approach is now to offer a second dose of Pfizer to those who had an initial AZ jab. Strange how local media have largely ignored this development. #auspol  https://t.co/iaL0aN80JT,5,2,2021-06-20 23:19:39
67,"RT @ScallywagRay: He went Pfft to #Pfizer and hallelujah to #AstraZeneca, one has to wonder why? 

#auspol https://t.co/KlanbBBEn5",0,26,2021-06-20 23:18:40
68,"@troyhunt I was booked for AstraZeneca in Cbr tomorrow.. that was cancelled and when I called act health, they just said don't call us, we'll call you -  when they actually have the vaccine (pfizer now). https://t.co/7z6G9EhEip",0,0,2021-06-20 23:18:21
69,Why did advice change about who should get AstraZeneca? We answer your COVID vaccine questions @ABCscience https://t.co/wx6GFfOQF8,1,1,2021-06-20 23:17:50
70,"RT @BogochIsaac: In an era where good news is in short supply, this analysis from Public Health England suggests that both Pfizer &amp; AstraZe…",0,1057,2021-06-20 23:17:29
71,RT @SirBAntMQ: It takes47 days to achieve 1 x million jabs in Australia. USA achieved that figure in ONE DAY! Australia was offered to orde…,0,9,2021-06-20 23:17:11
72,"@RWMaloneMD Dear Dr. Malone, what about combining two doses of different vaccines (say AstraZeneca then Pfizer)?",0,0,2021-06-20 23:16:50
73,RT @SirBAntMQ: It takes47 days to achieve 1 x million jabs in Australia. USA achieved that figure in ONE DAY! Australia was offered to orde…,0,9,2021-06-20 23:16:39
74,"https://t.co/D7Fvwet9J4
At LEAST offer #Pfizer to ALL those who've had the less efficacious 1st dose of #AstraZeneca.   #QandA #TheDrum @InsidersABC @abcnews #covidaus @AlboMP @ScottMorrisonMP @GregHuntMP @Mark_Butler_MP",1,0,2021-06-20 23:16:27
75,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:15:45
76,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:15:41
77,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:15:18
78,"RT @febrofirdaus: Oh man, now we rely on Pfizer and AstraZeneca. Glad Indonesia will receive 50 million dose of Pfizer in August. This Delt…",0,13,2021-06-20 23:15:13
79,"https://t.co/T2VzFswt5U Dê Like
219 | Top 10 By Pipeline Size - Pharma Companies
✔ Brazil SFE Company®

@Novartis
@Takeda
@Johnson&amp;Johnson
@AstraZeneca
@Sanofi
@Roche
@GSK
@Merck
@Pfizer
@EliLilly https://t.co/0SaTewQ1VO",0,0,2021-06-20 23:15:12
80,"Peer-reviewed research from The Lancet
shows that the experimental vaccines reduce your chance of catching COVID-19 by:

Pfizer:              0.8%
Johnson &amp; J: 1.2%
Moderna:        1.2%
AstraZeneca: 1.3%

So, basically NO prevention.

https://t.co/1whgN4qdG4",0,0,2021-06-20 23:14:52
81,"RT @freddie1999: Over 1,000 fully #vaccinated Bangalore 🇮🇳 cops test #COVID19 positive. #Bengaluru #Fauci #BillGates #VaccinesWork 😂 😂 #Ind…",0,7,2021-06-20 23:13:01
82,RT @SirBAntMQ: It takes47 days to achieve 1 x million jabs in Australia. USA achieved that figure in ONE DAY! Australia was offered to orde…,0,9,2021-06-20 23:12:56
83,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:12:42
84,"As it turns out, an experimental and unnecessary MRNA vaccine has other, unintended consequences. https://t.co/Rh7hYIBvQb. #COVID19 #vaccine #Communism #itsallalie #CoronaVaccine #COVIDVaccination #Covaxin #Pfizer #AstraZeneca #CovidVaccine #Moderna #Patent_Free_Vaccine #China",0,1,2021-06-20 23:12:41
85,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:12:31
86,"RT @febrofirdaus: Oh man, now we rely on Pfizer and AstraZeneca. Glad Indonesia will receive 50 million dose of Pfizer in August. This Delt…",0,13,2021-06-20 23:11:44
87,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 23:11:40
88,"Oh man, now we rely on Pfizer and AstraZeneca. Glad Indonesia will receive 50 million dose of Pfizer in August. This Delta variant really worries me. https://t.co/qPhqOlZZsE",40,13,2021-06-20 23:10:40
89,"RT @sunlorrie: Given that CDC says not to mix mRNA vaccines for the 1st &amp; 2nd dose, I wonder what their position would be re mixing AstraZe…",0,4,2021-06-20 23:10:20
90,"RT @james00000001: WHO TO BELIEVE?!
SQott or Canada? 

Morrison, please ask the TGA to approve Pfizer as second dose, ASAP! #auspol #vaccin…",0,32,2021-06-20 23:09:51
91,"RT @sunlorrie: Given that CDC says not to mix mRNA vaccines for the 1st &amp; 2nd dose, I wonder what their position would be re mixing AstraZe…",0,4,2021-06-20 23:06:15
92,RT @DrEricDing: 13) Vaccine effectiveness against #DeltaVariant according to @PHE_uk — averaging AstraZeneca &amp; Pfizer together (even if dif…,0,90,2021-06-20 23:06:11
93,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:05:35
94,"Investigate allowing 12 weeks between vaccines (&gt; effective) and we could start giving mRNA vax to ALL.
At LEAST offer #Pfizer as a 2nd dose to those who had 1st #AstraZeneca.   #QandA #TheDrum @InsidersABC @abcnews #covidaus @AlboMP @ScottMorrisonMP @GregHuntMP @Mark_Butler_MP",1,0,2021-06-20 23:05:28
95,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 23:03:47
96,"Given that CDC says not to mix mRNA vaccines for the 1st &amp; 2nd dose, I wonder what their position would be re mixing AstraZeneca, a  viral vector vaccine, with Pfizer or Moderna, both mRNA vaccines, for the 2nd dose. Not an issue in US because it didn't use AZ domestically. https://t.co/Qyf2d4bueP",31,4,2021-06-20 23:02:50
97,"RT @BewareOz: @KateEmerson88 @marxdeane ""If CSL hadn't been privatised I expect we wouldn't be in this position now.""

So did the Govt reje…",0,9,2021-06-20 23:02:05
98,"RT @BewareOz: @KateEmerson88 @marxdeane ""If CSL hadn't been privatised I expect we wouldn't be in this position now.""

So did the Govt reje…",0,9,2021-06-20 23:01:58
99,"RT @tonywalker1: Meanwhile in Vancouver. Pfizer as a second jab, if it was available which, of course, it's not due to the parsimony and in…",0,6,2021-06-20 23:01:12
100,RT @Saints_Dragons: This was an absolutely appalling decision by Morrison. They refused Pfizer offer of 40 million doses claiming AstraZene…,0,231,2021-06-20 23:01:05
101,"@lisads975 @RegionofHalton They allow. 

They stopped recommending it on Thursday. 

Take from that what you will, remembering this is basically the same way the AZ debacle started. 

https://t.co/ADWsd1ZZHH",0,0,2021-06-20 23:00:02
102,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:59:37
103,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:58:44
104,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:56:40
105,RT @ShiannonC: 'Pfizer wanted to make an example out of Aus last June abt how 2 properly conduct a vaccine rollout. We could hve had 40m do…,0,37,2021-06-20 22:56:05
106,"Updated report published 17th June 2021

MHRA Yellow Card Reporting up to 9th June 2021
Cumulatively 26 weeks for Pfizer, 22 weeks for Astrazeneca and 9 weeks for Moderna 

https://t.co/hFfjIiCebz",0,0,2021-06-20 22:55:18
107,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:54:48
108,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:54:37
109,@anandcpatelmdms @draditinerurkar @PeterHotez AZ but yellow card reports are worrying for both Pfizer and #AstraZeneca.,0,0,2021-06-20 22:54:18
110,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:54:02
111,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:53:43
112,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:53:38
113,Coronavirus vaccine advice on AstraZeneca has changed again — here's what it means for under-60s https://t.co/YUFbHnfI9J.  &lt;—- I wonder if the age increase is to cover various MP’s who opted for the Pfizer vaccine previously. (makes logical sense to me),0,0,2021-06-20 22:53:03
114,"RT @BiancaMinnie4: 2/ In #qt on Thursday Greg Hunt said the govt commenced ""negotiations with #Pfizer...after the end of June"".  He said go…",0,1,2021-06-20 22:52:22
115,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:52:18
116,"@kelloway_11 @EasternHealthNL I believe for people who got AZ first, they will get a mRNA vaccine (Pfizer or Moderna) for the second shot. Some info here on this link (although it does say you may be offered AZ for the second dose as well - I guess it depends on supply): https://t.co/u1IstrL9OE",1,0,2021-06-20 22:52:09
117,"RT @JohnRHewson: For the record, how many of our political leaders had Pfizer rather than AstraZeneca?",0,888,2021-06-20 22:50:57
118,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:49:20
119,RT @thewire_in: PHE said that the Pfizer/Biontech COVID-19 vaccine was 96% effective against hospitalisation from the delta variant after t…,0,17,2021-06-20 22:48:56
120,"RT @freddie1999: Over 1,000 fully #vaccinated Bangalore 🇮🇳 cops test #COVID19 positive. #Bengaluru #Fauci #BillGates #VaccinesWork 😂 😂 #Ind…",0,7,2021-06-20 22:48:54
121,"RT @bujibabiera: Making people fall in line for 8 to 12 hours just to get a vaccine—regardless if it’s Sinovac, AstraZeneca, Sputnik or Pfi…",0,280,2021-06-20 22:48:38
122,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:48:26
123,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:48:17
124,"@sywtta 1,332 deaths after vacc reported to #MHRA #YellowCard 
#ASTRAZENECA
Reactions 732,790
Deaths 885 (+22)
Blood clot death 71 (+5)
#PFIZER
Reactions 202,036
Deaths 421 (+15)
#MODERNA
Reactions 12042
Deaths 4 
#UNSPECIFIED 
Reactions 2419
Deaths 22
TOTAL REACTIONS: 949,287 As 9/6/21",0,0,2021-06-20 22:47:54
125,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:47:50
126,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:47:45
127,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:46:59
128,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:46:28
129,"RT @NewsBFM: South Korea has decided to give the Pfizer vaccine as a second dose, to 760,000 of its residents which received AstraZeneca fo…",0,2684,2021-06-20 22:46:02
130,Lady came into work and we were talking about the vaccines. She called the AstraZeneca vaccine the Penney’s vaccine and she called the Pfizer vaccine the Brown Thomas vaccine. Made my day🤣 #COVID #vaccine #Ireland,0,0,2021-06-20 22:44:50
131,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:44:36
132,@ultimatemaniacx Pfizer is the one I have to get. AstraZeneca is for 60+ as those under that age have had reactions to it.,0,0,2021-06-20 22:44:34
133,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:43:13
134,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:43:06
135,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:42:19
136,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:42:15
137,"RT @TheRustler83: 3,752 people have died in Scotland, within 28 days of a vaxxine 🏴󠁧󠁢󠁳󠁣󠁴󠁿💉....

1,289 deaths after #Pfizer
2,461 deaths aft…",0,1305,2021-06-20 22:41:39
138,RT @DrEricDing: 13) Vaccine effectiveness against #DeltaVariant according to @PHE_uk — averaging AstraZeneca &amp; Pfizer together (even if dif…,0,90,2021-06-20 22:41:33
139,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:40:59
140,@ProfPCDoherty Why do you do this again and again ? Why don’t you compare the risk of Pfizer to the risk of AstraZeneca. It makes more sense.,6,0,2021-06-20 22:40:48
141,"RT @TimWattsMP: Can you believe this?

The MORRISON GOVERNMENT is chastising THE STATES for ‘under-ordering’ vaccines.

This is same Morris…",0,208,2021-06-20 22:40:37
142,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:38:48
143,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:38:02
144,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:36:35
145,"@RegionofHalton You should probably also be holding Pfizer for those who received #AstraZeneca since, notwithstanding #NACI's recommendations, the limited studies on mixing only considered AZ followed by #Pfizer not #Moderna.",0,0,2021-06-20 22:35:48
146,RT @DrEricDing: 17) the main problem with #DeltaVariant is that the 1 dose strategy isn’t good anymore. 1 dose vaccine efficacy is likely j…,0,116,2021-06-20 22:35:33
147,"RT @DrEricDing: 5) One dose of the vaccine is insufficient now. Two doses much more protection, but even then there is an 8% attenuation. A…",0,251,2021-06-20 22:35:19
